next_day_high,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,tw_VALUE,jp_VALUE ,chn_VALUE,chnhk_VALUE,bx_VALUE,cnd_VALUE,ind_VALUE,ko_VALUE,mlx_VALUE,mxc_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE,uk_VALUE
6298.720215,6239.160156,6255.939941,6195.640137,6210.220215,6210.196777,33.66,106.25,8.2768,7.7644,2.81,1.2729,45.44,1181,3.8,10.842,7.1761,6.92,1.6942,1.2262,0.7772,1.2735,0.6825,1.8432
6306.950195,6195.089844,6298.720215,6190.350098,6274.970215,6274.946289,33.68,106.06,8.2768,7.7642,2.8215,1.2866,45.42,1180.3,3.8,10.82,7.2175,7.1,1.6945,1.2268,0.7779,1.2726,0.683,1.8409
6311.459961,6297.589844,6306.950195,6253.640137,6264.370117,6264.346191,33.67,106.1,8.2767,7.7635,2.81,1.299,45.44,1187,3.8,10.857,7.291,7.29,1.6953,1.2422,0.7702,1.2588,0.673,1.8205
6399.819824,6300.759766,6311.459961,6264.040039,6269.709961,6269.686035,33.68,106.87,8.2767,7.7665,2.825,1.2975,45.45,1186.2,3.8,10.833,7.4085,7.305,1.702,1.2659,0.7663,1.2395,0.6664,1.7996
6421.450195,6371.5,6399.819824,6334.819824,6384.629883,6384.605469,33.51,105.56,8.2771,7.7644,2.865,1.3048,45.38,1180,3.8,10.88,7.245,7.08,1.695,1.2389,0.7805,1.2643,0.6795,1.8277
6379.049805,6360.709961,6421.450195,6335.540039,6386.25,6386.225586,33.33,105.52,8.2771,7.768,2.88,1.3218,45.36,1172,3.8,10.897,7.249,6.92,1.6914,1.243,0.7788,1.262,0.6785,1.837
6386.129883,6348.930176,6379.049805,6303.209961,6312.649902,6312.625977,33.36,106.09,8.277,7.775,2.945,1.334,45.29,1173,3.8,11.0973,7.41,7.0735,1.7035,1.2621,0.7585,1.2389,0.6673,1.8112
6388.970215,6331.709961,6386.129883,6329.169922,6375.379883,6375.355469,33.39,105.84,8.2768,7.7775,2.924,1.3265,45.32,1174,3.8,11.012,7.412,7.07,1.6936,1.2593,0.7625,1.2452,0.6705,1.8215
6281.529785,6379.97998,6388.970215,6319.959961,6319.959961,6319.936035,33.36,105.59,8.277,7.7767,2.9525,1.3385,45.3,1171,3.8,10.97,7.3927,7.05,1.6942,1.2628,0.7566,1.2426,0.6723,1.8182
6297.919922,6281.529785,6281.529785,6210.350098,6252.22998,6252.206055,33.25,105.36,8.2772,7.7743,2.928,1.3374,45.3,1169,3.8,11.084,7.319,6.895,1.6922,1.2478,0.7651,1.2561,0.6805,1.838
6323.75,6271.540039,6297.919922,6233.879883,6241.390137,6241.366699,33.25,105.53,8.2772,7.7776,2.91,1.333,45.3,1168.4,3.8,11.048,7.322,6.89,1.6947,1.2497,0.7624,1.2552,0.6844,1.8335
6384.089844,6241.919922,6323.75,6241.919922,6268.140137,6268.116211,33.25,105.52,8.2773,7.7738,2.932,1.3318,45.29,1166.1,3.8,11.245,7.2985,6.98,1.6914,1.2443,0.7655,1.2606,0.6882,1.8378
6475.379883,6321.149902,6384.089844,6314.830078,6353.350098,6353.325684,33.3,105.57,8.2773,7.7735,2.942,1.3297,45.3,1168.1,3.8,11.131,7.183,6.995,1.6852,1.2343,0.7679,1.2694,0.6903,1.8459
6503.240234,6442.839844,6475.379883,6422.620117,6463.089844,6463.06543,33.2,105.68,8.2773,7.7686,2.932,1.3304,45.25,1166.3,3.8,11.1105,7.205,6.98,1.683,1.2373,0.776,1.2672,0.6955,1.858
6518.160156,6489.649902,6503.240234,6425.319824,6488.339844,6488.314941,33.21,105.55,8.2772,7.7692,2.917,1.3289,45.22,1162.1,3.8,11.1,7.174,6.865,1.6758,1.2331,0.7814,1.2727,0.6993,1.8697
6578.819824,6518.160156,6518.160156,6440.299805,6454.390137,6454.365723,33.15,105.37,8.2771,7.7705,2.919,1.3178,45.24,1160.6,3.8,11.0011,7.1295,6.831,1.6708,1.2293,0.786,1.2815,0.6994,1.885
6554.779785,6505.529785,6578.819824,6397.339844,6436.950195,6436.925781,33.13,105.42,8.2772,7.7715,2.904,1.3188,45.23,1161,3.8,10.9685,7.138,6.655,1.6749,1.2305,0.7887,1.2807,0.6997,1.891
6590.25,6467.149902,6554.779785,6459.140137,6549.180176,6549.155273,33.15,105.6,8.277,7.771,2.92,1.3148,45.24,1160,3.8,10.965,7.161,6.612,1.676,1.2372,0.7875,1.2751,0.7001,1.883
6616.040039,6566.759766,6590.25,6518.100098,6565.370117,6565.345215,33.14,105.7,8.277,7.77065,2.916,1.3128,45.26,1159.1,3.8,10.952,7.1595,6.5885,1.6752,1.23205,0.7927,1.27995,0.7039,1.89375
6661.129883,6586.490234,6616.040039,6576.220215,6600.470215,6600.445313,33.13,105.8,8.277,7.7703,2.912,1.3108,45.28,1158.2,3.8,10.939,7.158,6.565,1.6744,1.2269,0.7979,1.2848,0.7077,1.9045
6688.140137,6656.100098,6661.129883,6586.740234,6605.850098,6605.825195,33.1,106.37,8.277,7.7715,2.936,1.3182,45.24,1152.2,3.8,10.9095,7.18,6.5825,1.6775,1.2299,0.793,1.2812,0.7045,1.9023
6708.040039,6647.859863,6688.140137,6626.470215,6681.52002,6681.494629,33.11,107.09,8.2771,7.7745,2.949,1.3283,45.28,1165,3.8,10.978,7.2265,6.65,1.6843,1.2426,0.7912,1.2685,0.7008,1.8921
6695.450195,6692.029785,6708.040039,6656.060059,6665.540039,6665.514648,33.13,108.83,8.2772,7.7751,2.972,1.3442,45.23,1167.4,3.8,10.9415,7.311,6.705,1.6936,1.2572,0.774,1.2563,0.6841,1.8668
6686.850098,6686.669922,6695.450195,6607.359863,6665.890137,6665.864746,33.28,108.22,8.2772,7.7755,2.962,1.3363,45.32,1180,3.8,10.949,7.314,6.63,1.6942,1.2555,0.7743,1.2569,0.6831,1.8686
6672.240234,6650.160156,6686.850098,6589.22998,6589.22998,6589.205078,33.32,108.11,8.2771,7.778,2.9625,1.3283,45.32,1180,3.8,11.053,7.2565,6.57,1.6898,1.2401,0.7808,1.2692,0.6906,1.8901
6730.959961,6619.689941,6672.240234,6595.240234,6644.279785,6644.254395,33.25,108.99,8.277,7.781,2.943,1.337,45.25,1170.2,3.8,11.075,7.3845,6.64,1.693,1.2587,0.7722,1.2503,0.6877,1.8757
6756.759766,6709.430176,6730.959961,6660.52002,6693.25,6693.224121,33.21,109.59,8.2771,7.7843,2.9425,1.3433,45.27,1178.5,3.8,11.0765,7.411,6.61,1.7028,1.2662,0.7703,1.2444,0.6874,1.8609
6896.359863,6732.629883,6756.759766,6713.669922,6750.540039,6750.51416,33.28,109.26,8.2769,7.7845,2.915,1.3405,45.32,1179,3.8,11.062,7.433,6.625,1.703,1.268,0.7717,1.2441,0.6852,1.8575
6984.410156,6816.790039,6896.359863,6816.790039,6888.430176,6888.404297,33.29,108.93,8.2768,7.7842,2.8905,1.3395,45.32,1179,3.8,10.9725,7.439,6.6095,1.7048,1.2703,0.7725,1.2431,0.6892,1.868
7003.879883,6964.660156,6984.410156,6897.359863,6975.259766,6975.233887,33.3,110.27,8.2768,7.7858,2.907,1.3437,45.25,1174,3.8,10.962,7.5925,6.715,1.7087,1.2963,0.761,1.2212,0.6809,1.8386
7045.470215,6981.540039,7003.879883,6930.009766,6932.169922,6932.144043,33.32,110.25,8.2768,7.7933,2.882,1.348,45.22,1178,3.8,11.0475,7.6435,6.92,1.7135,1.3038,0.7424,1.2088,0.6635,1.8192
7135,6963.22998,7045.470215,6963.22998,7034.100098,7034.074219,33.33,110.74,8.277,7.793,2.8925,1.3326,45.32,1171,3.8,11.007,7.533,6.813,1.7158,1.2902,0.7529,1.2225,0.6696,1.825
7025.109863,7106.310059,7135,6943.470215,6943.680176,6943.654297,33.28,111.42,8.2773,7.786,2.877,1.3191,45.32,1173,3.8,10.918,7.3975,6.5725,1.7112,1.2726,0.7587,1.2401,0.6742,1.8428
6974.950195,6997.660156,7025.109863,6901.47998,6901.47998,6901.454102,33.35,112.12,8.2767,7.7905,2.8825,1.3235,45.26,1173.7,3.8,10.945,7.408,6.6004,1.7088,1.2788,0.7553,1.2371,0.6743,1.8471
6995.47998,6901.859863,6974.950195,6865.200195,6973.899902,6973.874023,33.28,111.2,8.2767,7.7908,2.868,1.3188,45.23,1173,3.8,10.969,7.366,6.565,1.705,1.2707,0.7635,1.2428,0.6829,1.8395
6906.5,6967.160156,6995.47998,6874.910156,6874.910156,6874.884277,33.35,111.04,8.2767,7.7942,2.89,1.3275,45.25,1171.5,3.8,10.947,7.497,6.661,1.7145,1.29,0.7486,1.2226,0.6655,1.8
6837.080078,6825.209961,6906.5,6805.709961,6879.109863,6879.083984,33.28,110.89,8.2772,7.796,2.91,1.3228,45.28,1171,3.8,10.98,7.5034,6.6845,1.7125,1.2784,0.7361,1.2268,0.6453,1.8008
6897.779785,6781.109863,6837.080078,6766.160156,6800.240234,6800.214355,33.42,110.82,8.2771,7.794,2.906,1.3385,45.22,1181,3.8,10.968,7.595,6.735,1.7118,1.2865,0.7325,1.2191,0.6437,1.7943
6660.819824,6897.779785,6897.779785,6635.97998,6635.97998,6635.95459,33.4,110.48,8.2773,7.7943,2.9075,1.3322,45.25,1175.5,3.8,10.975,7.552,6.6925,1.708,1.2785,0.7349,1.2243,0.6435,1.7993
6669.930176,6645.430176,6660.819824,6564.310059,6589.720215,6589.695313,33.31,108.95,8.2773,7.792,2.902,1.3333,45.22,1171,3.8,11.066,7.536,6.712,1.701,1.28,0.7411,1.227,0.6497,1.8105
6791.850098,6654.470215,6669.930176,6577.97998,6577.97998,6577.955078,33.25,108.18,8.2774,7.7912,2.913,1.3419,45.27,1167,3.8,10.983,7.573,6.76,1.6997,1.2836,0.7392,1.2197,0.648,1.8132
6833.490234,6572.72998,6791.850098,6570.529785,6787.029785,6787.003906,33.13,106.6,8.2768,7.7925,2.92,1.329,45.25,1158,3.8,11.114,7.476,6.66,1.6883,1.2572,0.7522,1.2392,0.6578,1.8363
6368.029785,6783.52002,6833.490234,6751.540039,6815.089844,6815.063965,33.22,106.97,8.2772,7.7932,2.901,1.331,45.2,1157,3.8,10.989,7.5244,6.66,1.6946,1.271,0.7475,1.2269,0.6557,1.827
6299.089844,6360.330078,6368.029785,6358.72998,6359.919922,6359.895508,33.21,106.84,8.2773,7.7936,2.912,1.328,45.145,1161,3.8,10.976,7.4475,6.473,1.6888,1.256,0.7548,1.2368,0.6639,1.8485
6265.740234,6033.649902,6299.089844,6020.640137,6172.890137,6172.866699,33.25,106.63,8.2774,7.7955,2.921,1.332,44.85,1160.5,3.8,10.973,7.4975,6.55,1.6873,1.2603,0.7526,1.2311,0.6612,1.8502
6250.399902,6265.740234,6265.740234,6100.830078,6213.560059,6213.536621,33.16,106.23,8.2772,7.7965,2.929,1.3385,44.8,1155,3.8,10.998,7.601,6.58,1.6887,1.268,0.7488,1.2213,0.6557,1.8351
6239.22998,6234.819824,6250.399902,6142.899902,6156.72998,6156.706543,33.19,106.06,8.2771,7.798,2.94,1.3303,44.73,1158,3.8,11.0208,7.624,6.54,1.6898,1.275,0.7407,1.217,0.6475,1.8099
6474.169922,6227.169922,6239.22998,6117.27002,6132.620117,6132.597656,33.24,105.93,8.277,7.7975,2.938,1.3194,44.44,1157.9,3.8,11.054,7.662,6.56,1.691,1.2878,0.7428,1.2092,0.6482,1.8104
6535.02002,6348.859863,6474.169922,6327.339844,6474.109863,6474.085449,33.15,105.52,8.2771,7.7975,2.939,1.3097,44,1157.8,3.8,11.16,7.6305,6.4,1.689,1.2872,0.7484,1.2141,0.6529,1.8163
6569.560059,6492.930176,6535.02002,6441.430176,6494.709961,6494.685059,33.09,105.61,8.2771,7.7963,2.919,1.308,44.07,1154,3.8,11.229,7.592,6.335,1.6836,1.279,0.7531,1.2202,0.6568,1.8283
6534.689941,6554.950195,6569.560059,6482.810059,6522.189941,6522.165039,33,104.18,8.277,7.793,2.907,1.31,43.4,1146.7,3.8,11.183,7.55,6.3235,1.675,1.2677,0.762,1.2292,0.665,1.84
6581.990234,6504.540039,6534.689941,6459.740234,6523.490234,6523.465332,32.89,103.7,8.2769,7.7883,2.8925,1.3101,43.4,1141.4,3.8,11.182,7.465,6.345,1.672,1.2627,0.7671,1.2358,0.6678,1.8564
6684.77002,6566.759766,6581.990234,6527.080078,6545.540039,6545.515137,33,104.55,8.2769,7.787,2.8985,1.314,43.75,1141.8,3.8,11.1715,7.616,6.412,1.675,1.2932,0.7584,1.2109,0.6583,1.8293
6744.560059,6627.22998,6684.77002,6555.410156,6682.72998,6682.70459,32.89,105.36,8.2769,7.7895,2.882,1.3152,43.67,1144,3.8,11.157,7.654,6.415,1.6815,1.3049,0.7531,1.2008,0.6497,1.814
6657.419922,6715.899902,6744.560059,6627.009766,6635.540039,6635.514648,32.93,105.9,8.2769,7.7957,2.874,1.3095,43.7,1150.4,3.8,11.1615,7.62,6.34,1.683,1.2928,0.7615,1.2089,0.6543,1.8374
6690.450195,6642.430176,6657.419922,6606.830078,6646.740234,6646.714844,32.94,105.2,8.2769,7.7952,2.876,1.313,43.55,1143.5,3.8,11.2395,7.53,6.315,1.674,1.2769,0.7674,1.2171,0.6607,1.841
6662.310059,6666.72998,6690.450195,6647.419922,6672.859863,6672.834473,32.85,106.1,8.2769,7.7959,2.877,1.326,43.6,1145,3.8,11.21,7.5825,6.34,1.678,1.2829,0.761,1.2088,0.658,1.8325
6801.5,6650.310059,6662.310059,6607.890137,6620.359863,6620.334473,32.87,106.45,8.2769,7.797,2.888,1.3292,43.45,1144,3.8,11.2075,7.578,6.265,1.678,1.2819,0.7623,1.2102,0.6597,1.8322
6838.859863,6701.359863,6801.5,6701.359863,6777.779785,6777.753906,32.82,105.5,8.277,7.7963,2.888,1.3377,43.66,1141.9,3.8,11.2285,7.605,6.295,1.6675,1.284,0.7677,1.2068,0.6626,1.8358
6880.180176,6824.22998,6838.859863,6766.870117,6794.330078,6794.304199,32.73,106.96,8.2769,7.7966,2.888,1.3363,43.75,1141.4,3.8,11.2685,7.6825,6.565,1.6713,1.3025,0.7547,1.1923,0.6537,1.816
6916.310059,6772.419922,6880.180176,6772.419922,6880.180176,6880.154297,32.84,108.53,8.2772,7.798,2.8955,1.3445,43.69,1158,3.8,11.2755,7.699,6.6423,1.6805,1.2992,0.7339,1.194,0.634,1.7902
6840.75,6905.160156,6916.310059,6736.790039,6736.790039,6736.76416,33.03,108.58,8.2771,7.7985,2.916,1.3485,44,1154,3.8,11.269,7.7185,6.66,1.683,1.3036,0.7379,1.1914,0.6363,1.7785
6870.709961,6750.290039,6840.75,6729.160156,6818.200195,6818.174316,33.17,107.69,8.2769,7.799,2.915,1.3445,43.85,1163,3.8,11.241,7.65,6.445,1.6762,1.2912,0.7456,1.2025,0.6407,1.8004
6856.97998,6852.450195,6870.709961,6767.169922,6779.180176,6779.154297,32.87,108.5,8.2768,7.7994,2.915,1.3467,43.88,1154,3.8,11.252,7.661,6.5225,1.6813,1.2908,0.7453,1.2019,0.6434,1.8055
6844.740234,6837.560059,6856.97998,6790.569824,6799.970215,6799.944336,32.95,108.43,8.2768,7.7989,2.921,1.3534,43.97,1155,3.8,11.3175,7.702,6.5075,1.68,1.308,0.7371,1.191,0.6335,1.7914
6912.089844,6801.75,6844.740234,6792.149902,6810.25,6810.224121,32.95,109.55,8.2769,7.8,2.9325,1.359,44.1,1156,3.8,11.323,7.733,6.7525,1.692,1.312,0.7318,1.1853,0.6235,1.772
6806.97998,6867.870117,6912.089844,6678.700195,6732.089844,6732.063965,33.05,109.85,8.277,7.7995,2.927,1.359,44.14,1160,3.8,11.317,7.71,6.8625,1.7,1.3136,0.7303,1.1861,0.625,1.7684
6775.669922,6791.359863,6806.97998,6694.589844,6748.100098,6748.074219,33.03,109.38,8.2769,7.8,2.9135,1.3612,44,1159,3.8,11.35,7.751,6.7475,1.697,1.3202,0.7287,1.1802,0.6252,1.7674
6720.140137,6752.899902,6775.669922,6704.580078,6710.700195,6710.674316,33.05,108.55,8.2768,7.7995,2.913,1.3559,44.1,1156,3.8,11.29,7.696,6.765,1.6965,1.3111,0.7335,1.1851,0.6296,1.7857
6673.049805,6717.52002,6720.140137,6582.709961,6646.799805,6646.774414,32.99,109.48,8.2768,7.7995,2.9185,1.3517,44.23,1153,3.8,11.306,7.6375,6.6825,1.6965,1.2968,0.7335,1.1927,0.6302,1.7925
6516.029785,6636.299805,6673.049805,6556.870117,6574.75,6574.725098,32.99,109.85,8.2768,7.7997,2.9395,1.3672,44.21,1157,3.8,11.341,7.71,6.9251,1.6973,1.3095,0.7232,1.183,0.6219,1.772
6343.029785,6484.97998,6516.029785,6354.450195,6402.209961,6402.185547,33.24,109.96,8.2769,7.8,2.959,1.3697,44.4,1171,3.8,11.4315,7.648,6.9,1.7049,1.2951,0.7198,1.1945,0.6216,1.7751
6123.529785,6331.439941,6343.029785,6023.580078,6117.810059,6117.787598,33.27,110.37,8.2771,7.7998,2.944,1.3711,44.52,1173.6,3.8,11.402,7.6425,6.94,1.7017,1.2984,0.721,1.1975,0.6242,1.7744
6191.839844,6102.600098,6123.529785,5986.850098,6029.77002,6029.747559,33.26,110.34,8.2771,7.8,2.962,1.374,44.88,1173,3.8,11.442,7.66,6.99,1.7028,1.301,0.7198,1.1937,0.6259,1.772
6190.899902,6109.5,6191.839844,6067.870117,6188.149902,6188.126465,33.18,110.02,8.2771,7.8,2.968,1.3702,44.7,1172,3.8,11.415,7.57,6.904,1.6962,1.283,0.7284,1.2076,0.6328,1.7907
5999.740234,6190.899902,6190.899902,5854.22998,5854.22998,5854.208008,33.16,108.5,8.2771,7.7997,2.964,1.3725,44.55,1168,3.8,11.3815,7.5085,6.825,1.6853,1.2745,0.7337,1.2165,0.6356,1.7932
6040.259766,5940.850098,5999.740234,5818.569824,5909.790039,5909.768066,33.14,109.58,8.2771,7.7995,2.995,1.3784,44.65,1167,3.8,11.4445,7.526,6.905,1.6895,1.2833,0.7238,1.209,0.6315,1.7941
5929.720215,5892.939941,6040.259766,5889.890137,6040.259766,6040.237305,33.39,112.3,8.2771,7.7997,3.084,1.3858,44.66,1172,3.8,11.545,7.654,7.053,1.7024,1.302,0.7031,1.1885,0.6168,1.7842
5890.600098,5929.720215,5929.720215,5803.740234,5825.049805,5825.027832,33.7,114.03,8.2769,7.8,3.105,1.3934,44.95,1191,3.8,11.635,7.7526,7.05,1.7268,1.303,0.691,1.1834,0.6032,1.7723
6026.640137,5855.720215,5890.600098,5704.209961,5886.359863,5886.337891,33.6,113.67,8.2773,7.8001,3.085,1.3866,45.35,1189,3.8,11.616,7.7725,6.923,1.7256,1.3045,0.6953,1.1818,0.6043,1.7544
5971.439941,5970.560059,6026.640137,5950.509766,5958.790039,5958.768066,33.4,113.21,8.2773,7.799,3.1265,1.3878,45.35,1182,3.8,11.63,7.69,6.85,1.722,1.289,0.6962,1.1911,0.6108,1.7743
5934.799805,5928.569824,5971.439941,5878.609863,5918.089844,5918.067871,33.51,114.25,8.2772,7.8,3.12,1.397,45.25,1186,3.8,11.634,7.75,6.95,1.7257,1.3076,0.6882,1.1801,0.602,1.7584
5632.580078,5930.299805,5934.799805,5777.319824,5777.319824,5777.298828,33.663,114.3,8.2772,7.801,3.092,1.3928,45.57,1187,3.8,11.5695,7.7435,6.7925,1.7275,1.3005,0.6895,1.1874,0.604,1.7572
5613.350098,5632.580078,5632.580078,5450.720215,5482.959961,5482.939453,33.62,114.1,8.2772,7.8,3.126,1.3855,45.5,1183,3.8,11.5215,7.65,6.7862,1.728,1.279,0.6887,1.2009,0.604,1.7695
5861.529785,5500.640137,5613.350098,5461.189941,5557.680176,5557.659668,33.63,114.06,8.2771,7.8,3.122,1.3913,45.47,1185,3.8,11.495,7.635,6.76,1.726,1.2824,0.6866,1.1971,0.5995,1.7695
5926.27002,5690.180176,5861.529785,5684.52002,5860.580078,5860.558105,33.37,112.77,8.2769,7.7895,3.114,1.3769,45.18,1174,3.8,11.54,7.576,6.7375,1.7137,1.2778,0.6978,1.2015,0.608,1.7827
5993.279785,5779.97998,5926.27002,5727.680176,5815.330078,5815.308594,33.59,113.18,8.2771,7.7935,3.2085,1.3705,45.28,1179,3.8,11.568,7.607,6.75,1.7207,1.288,0.693,1.1926,0.6038,1.771
6021.5,5836.080078,5993.279785,5805.720215,5964.939941,5964.917969,33.49,112.09,8.2771,7.7901,3.187,1.3734,45.28,1176,3.8,11.561,7.555,6.75,1.715,1.2797,0.7008,1.2009,0.6112,1.788
6020.540039,5927.459961,6021.5,5873.799805,5942.080078,5942.058105,33.49,112.66,8.2771,7.793,3.2015,1.3697,45.31,1179,3.8,11.575,7.597,6.655,1.7155,1.2821,0.6982,1.1978,0.609,1.7908
6116.450195,5917.080078,6020.540039,5917.080078,5958.379883,5958.35791,33.48,112.21,8.2769,7.7939,3.1475,1.3763,45.36,1179.5,3.8,11.472,7.55,6.6,1.7155,1.269,0.706,1.2107,0.6168,1.8135
6074.580078,6098.529785,6116.450195,6026.899902,6027.27002,6027.247559,33.47,111.7,8.2769,7.7944,3.18,1.3705,45.4,1180,3.8,11.4725,7.5215,6.615,1.7125,1.2724,0.7059,1.2102,0.6187,1.8142
6137.259766,6068.950195,6074.580078,6001.439941,6033.049805,6033.027344,33.38,110.77,8.2768,7.7938,3.1475,1.358,45.4,1170,3.8,11.467,7.417,6.58,1.6998,1.246,0.7179,1.2274,0.6352,1.8369
6106.189941,6087.22998,6137.259766,6035.930176,6137.259766,6137.237305,33.36,110.18,8.2769,7.7941,3.111,1.3666,45.42,1165,3.8,11.414,7.4579,6.515,1.6984,1.2533,0.7138,1.2217,0.6285,1.833
5999.77002,6106.189941,6106.189941,5977.839844,5977.839844,5977.817871,33.445,110.315,8.2768,7.79555,3.133,1.36765,45.425,1163,3.8,11.45125,7.45465,6.4775,1.7008,1.25215,0.71025,1.22135,0.62865,1.83445
5945.540039,5991.490234,5999.77002,5895.169922,5986.200195,5986.178223,33.53,110.45,8.2767,7.797,3.155,1.3687,45.43,1161,3.8,11.4885,7.4514,6.44,1.7032,1.251,0.7067,1.221,0.6288,1.8359
5919.720215,5908.009766,5945.540039,5875.220215,5875.669922,5875.647949,33.45,110.28,8.2767,7.7967,3.13,1.3618,45.37,1164.8,3.8,11.44,7.4525,6.5356,1.705,1.2459,0.697,1.225,0.623,1.8381
5734.47998,5906.089844,5919.720215,5671.450195,5671.450195,5671.429199,33.45,111.14,8.2768,7.797,3.144,1.3606,45.22,1164.7,3.8,11.4325,7.497,6.46,1.712,1.252,0.6849,1.2205,0.6159,1.8387
5938.040039,5667.080078,5734.47998,5630.120117,5724.890137,5724.869141,33.47,111.27,8.2767,7.796,3.13,1.3505,45.07,1164,3.8,11.428,7.4575,6.46,1.7105,1.244,0.6922,1.2258,0.6193,1.8367
6010.5,5803.009766,5938.040039,5793.959961,5935.819824,5935.797852,33.46,109.61,8.2767,7.7953,3.116,1.345,45.1,1160,3.8,11.344,7.4123,6.485,1.7035,1.2371,0.7043,1.232,0.6298,1.8386
6010.049805,6004.990234,6010.5,5937.72998,5986.759766,5986.737305,33.4,109.77,8.2767,7.7947,3.1195,1.3468,45.05,1159,3.8,11.3505,7.4225,6.58,1.7075,1.2373,0.701,1.2273,0.6271,1.8361
5938.609863,5972.129883,6010.049805,5948.930176,5965.700195,5965.678223,33.35,109.74,8.2767,7.7965,3.113,1.3541,44.94,1155,3.8,11.3865,7.542,6.64,1.7115,1.2526,0.692,1.2097,0.6204,1.8292
5827.509766,5915.959961,5938.609863,5834.040039,5867.509766,5867.487793,33.4,109.33,8.2768,7.7978,3.113,1.3572,45.05,1160,3.8,11.372,7.555,6.5,1.7127,1.2442,0.6983,1.211,0.6345,1.838
5782.669922,5806.830078,5827.509766,5728.200195,5735.069824,5735.048828,33.51,110.09,8.2767,7.7954,3.15,1.3656,45.09,1164.1,3.8,11.382,7.628,6.5301,1.7167,1.2597,0.6912,1.2011,0.629,1.8175
5646.490234,5753.22998,5782.669922,5560.779785,5574.080078,5574.05957,33.52,111.15,8.2766,7.7975,3.162,1.3682,45.35,1164,3.8,11.4248,7.605,6.623,1.721,1.257,0.6883,1.2073,0.6255,1.8148
5722.180176,5546.27002,5646.490234,5514.169922,5646.490234,5646.469238,33.7,109.59,8.2766,7.7998,3.128,1.3699,45.38,1163.4,3.8,11.4145,7.5448,6.465,1.7138,1.2504,0.696,1.2139,0.6335,1.8278
5709.5,5722.180176,5722.180176,5526.600098,5560.160156,5560.139648,33.58,110.15,8.2766,7.7987,3.1495,1.3772,45.34,1158,3.8,11.399,7.621,6.54,1.7196,1.2678,0.687,1.2006,0.6294,1.8262
5632.120117,5558.200195,5709.5,5558.200195,5664.350098,5664.329102,33.61,109.63,8.2766,7.7983,3.124,1.3752,45.49,1157.5,3.8,11.355,7.6055,6.52,1.7183,1.2565,0.684,1.204,0.6242,1.8341
5666.609863,5628.799805,5632.120117,5551.100098,5569.290039,5569.269531,33.64,108.65,8.2766,7.7997,3.1425,1.3645,45.66,1160,3.8,11.34,7.556,6.3985,1.7167,1.2443,0.6905,1.2118,0.6272,1.8368
5758.149902,5666.609863,5666.609863,5542.359863,5556.540039,5556.519531,33.67,108.57,8.2766,7.7995,3.129,1.364,45.88,1157,3.8,11.311,7.551,6.3125,1.7203,1.2469,0.6905,1.211,0.6275,1.831
5799.810059,5591.790039,5758.149902,5591.790039,5729.299805,5729.278809,33.79,108.64,8.2767,7.8,3.1285,1.3614,45.7,1160,3.8,11.345,7.591,6.2525,1.721,1.2536,0.6865,1.209,0.6259,1.8184
5827.970215,5765.649902,5799.810059,5720.379883,5779.089844,5779.068848,33.59,107.1,8.2766,7.7995,3.103,1.343,45.85,1156,3.8,11.303,7.532,6.2987,1.7097,1.2425,0.6996,1.217,0.6337,1.8216
5807.259766,5767.379883,5827.970215,5753.509766,5802.549805,5802.528809,33.57,107.82,8.2767,7.7976,3.11,1.3489,45.85,1150,3.8,11.315,7.546,6.3,1.7086,1.2504,0.699,1.2145,0.6365,1.8218
5741.52002,5806.620117,5807.259766,5680.509766,5709.839844,5709.818848,33.65,107.95,8.2766,7.799,3.1375,1.3435,45.99,1153,3.8,11.423,7.499,6.165,1.7095,1.2482,0.6998,1.2193,0.6412,1.8294
5851.169922,5672.720215,5741.52002,5652.439941,5741.52002,5741.499023,33.69,108.18,8.2766,7.7998,3.12,1.3465,46.05,1152,3.8,11.525,7.5325,6.2475,1.7157,1.2615,0.6908,1.2124,0.6325,1.809
5870.589844,5800.890137,5851.169922,5790.700195,5839.439941,5839.417969,33.66,109.43,8.2766,7.8,3.105,1.3407,45.99,1156,3.8,11.538,7.525,6.2275,1.723,1.252,0.6952,1.2179,0.6322,1.8126
5775.759766,5849.740234,5870.589844,5810.879883,5836.910156,5836.888184,33.6,108.24,8.2767,7.8,3.083,1.3325,45.88,1153,3.8,11.506,7.546,6.245,1.7155,1.2509,0.7036,1.2158,0.64,1.816
5707.080078,5738.220215,5775.759766,5716.77002,5746.700195,5746.679199,33.62,108.6,8.2766,7.7999,3.041,1.3254,45.75,1155.2,3.8,11.473,7.466,6.1125,1.7123,1.2336,0.7125,1.2307,0.6468,1.83
5733.569824,5687.609863,5707.080078,5627.720215,5659.779785,5659.758789,33.615,108.92,8.2767,7.79945,3.04225,1.32575,45.9,1155.1,3.8,11.4835,7.47105,6.18375,1.71425,1.23405,0.71365,1.22985,0.6485,1.83615
5745.100098,5675.319824,5733.569824,5656.919922,5733.569824,5733.548828,33.61,109.24,8.2768,7.799,3.0435,1.3261,46.05,1155,3.8,11.494,7.4761,6.255,1.7162,1.2345,0.7148,1.229,0.6502,1.8423
